step,waiting,running,done,machines,available,status,timestamp
139,215,17,1,23,1,1,1425632191
140,215,18,0,23,0,1,1425632161
141,215,18,0,23,0,1,1425632132
142,216,17,1,23,1,1,1425632102
143,217,17,1,23,1,1,1425632072
144,217,18,0,23,0,1,1425632042
145,218,17,1,23,1,1,1425632012
146,219,17,1,23,1,1,1425631982
147,219,18,0,23,0,1,1425631952
148,219,18,0,23,0,1,1425631922
149,219,18,0,23,0,1,1425631892
150,220,18,0,23,0,1,1425631862
151,221,18,0,23,0,1,1425631831
152,222,18,0,23,0,1,1425631801
153,223,18,0,23,0,1,1425631771
154,223,18,0,23,0,1,1425631742
155,224,17,1,23,1,1,1425631712
156,224,18,0,23,0,1,1425631682
157,225,18,0,23,0,1,1425631652
158,226,18,0,23,0,1,1425631622
159,226,18,0,23,0,1,1425631592
160,228,17,1,23,1,1,1425631561
161,228,18,0,23,0,1,1425631532
162,231,16,2,23,2,1,1425631502
163,234,15,3,23,3,1,1425631471
164,235,17,1,23,1,1,1425631441
165,235,17,0,23,1,1,1425631412
166,236,18,0,23,0,1,1425631382
167,237,18,0,23,0,1,1425631351
168,237,18,0,23,0,1,1425631321
169,237,18,0,23,0,1,1425631292
170,237,18,0,23,0,1,1425631262
171,237,18,0,23,0,1,1425631231
172,237,18,0,23,0,1,1425631201
173,238,18,0,23,0,1,1425631171
174,238,18,0,23,0,1,1425631141
175,238,18,0,23,0,1,1425631112
176,238,18,0,23,0,1,1425631082
177,239,17,1,23,1,1,1425631051
178,239,18,0,23,0,1,1425631021
179,240,17,1,23,1,1,1425630992
180,241,18,0,23,0,1,1425630962
181,241,18,0,23,0,1,1425630932
182,241,18,0,23,0,1,1425630902
183,241,18,0,23,0,1,1425630872
184,242,17,1,23,1,1,1425630842
185,244,17,1,23,1,1,1425630812
186,244,18,1,23,0,1,1425630782
187,247,16,2,23,2,1,1425630752
188,247,18,0,23,0,1,1425630722
189,247,17,0,23,1,1,1425630692
190,250,18,0,23,0,1,1425630662
191,253,18,0,23,0,1,1425630631
192,253,18,0,23,0,1,1425630601
193,254,18,0,23,0,1,1425630572
194,257,15,4,23,3,1,1425630542
195,260,16,2,23,1,1,1425630512
196,264,14,4,23,4,1,1425630481
197,264,18,0,23,0,1,1425630452
198,267,15,3,23,3,1,1425630422
199,268,15,1,23,2,1,1425630392
200,272,18,0,23,0,1,1425630362
201,272,18,0,23,0,1,1425630332
202,273,17,1,23,1,1,1425630302
203,275,16,2,23,2,1,1425630272
204,276,18,0,23,0,1,1425630242
205,279,15,3,23,3,1,1425630212
206,281,17,1,23,1,1,1425630182
207,283,16,2,23,2,1,1425630152
208,288,13,5,23,5,1,1425630122
209,290,16,2,23,2,1,1425630092
210,290,18,0,23,1,1,1425630062
211,292,18,0,23,0,1,1425630032
212,293,17,1,23,1,1,1425630002
213,293,18,0,23,0,1,1425629972
214,295,18,0,23,0,1,1425629942
215,298,18,0,23,0,1,1425629912
216,301,16,2,23,2,1,1425629882
217,306,13,5,23,5,1,1425629851
218,306,18,0,23,0,1,1425629821
219,307,17,1,23,1,1,1425629792
220,310,15,3,23,2,1,1425629762
221,311,16,0,23,2,1,1425629732
222,312,18,0,23,0,1,1425629702
223,314,16,1,23,1,1,1425629672
224,316,16,2,23,2,1,1425629642
225,319,15,3,23,3,1,1425629612
226,324,14,4,23,4,1,1425629582
227,325,17,1,23,1,1,1425629551
228,325,18,0,23,0,1,1425629522
229,326,17,1,23,1,1,1425629491
230,328,16,2,23,2,1,1425629462
231,330,16,2,23,2,1,1425629432
232,332,16,2,23,2,1,1425629402
233,332,18,0,23,0,1,1425629372
234,335,18,0,23,0,1,1425629342
235,339,17,1,23,1,1,1425629312
236,342,18,0,23,0,1,1425629282
237,343,18,0,23,0,1,1425629251
238,343,18,0,23,0,1,1425629221
239,345,18,0,23,0,1,1425629192
240,346,17,1,23,1,1,1425629162
241,346,18,0,23,0,1,1425629132
242,346,18,0,23,0,1,1425629102
243,347,17,1,23,1,1,1425629072
244,348,17,1,23,1,1,1425629042
245,350,15,0,23,3,1,1425629012
246,360,6,12,23,12,1,1425628982
247,363,18,0,23,0,1,1425628951
248,363,18,0,23,0,1,1425628921
249,363,18,0,23,0,1,1425628891
250,363,18,0,23,0,1,1425628862
251,364,17,1,23,1,1,1425628831
252,364,18,0,23,0,1,1425628801
253,364,18,0,23,0,1,1425628772
254,365,17,1,23,1,1,1425628741
255,365,18,0,23,0,1,1425628712
256,366,17,1,23,1,1,1425628682
257,369,15,0,23,4,1,1425628652
258,370,17,1,23,1,1,1425628622
259,374,16,2,23,2,1,1425628592
260,377,16,2,23,2,1,1425628562
261,379,17,1,23,1,1,1425628532
262,383,14,4,23,4,1,1425628502
263,383,18,0,23,0,1,1425628472
264,383,18,0,23,0,1,1425628442
265,383,18,0,23,0,1,1425628412
266,384,17,1,23,1,1,1425628381
267,384,18,0,23,0,1,1425628351
268,388,15,3,23,3,1,1425628321
269,389,15,2,23,4,1,1425628292
270,391,17,1,23,1,1,1425628262
271,395,17,1,23,1,1,1425628232
272,397,18,0,23,0,1,1425628202
273,398,18,0,23,0,1,1425628172
274,400,16,2,23,2,1,1425628142
275,402,17,1,23,1,1,1425628111
276,402,18,0,23,0,1,1425628081
277,403,18,0,23,0,1,1425628051
278,404,18,0,23,0,1,1425628021
279,406,17,1,23,1,1,1425627992
280,408,16,3,23,2,1,1425627962
281,409,17,1,23,2,1,1425627932
282,413,18,0,23,0,1,1425627902
283,416,18,0,23,0,1,1425627871
284,416,18,0,23,0,1,1425627842
285,418,18,0,23,0,1,1425627812
286,419,17,1,23,1,1,1425627782
287,419,18,0,23,0,1,1425627752
288,422,15,3,23,3,1,1425627722
289,424,17,2,23,1,1,1425627691
290,427,17,1,23,1,1,1425627661
291,430,16,2,23,1,1,1425627631
292,430,17,0,23,1,1,1425627601
293,432,18,0,23,0,1,1425627572
294,433,18,0,23,0,1,1425627542
295,435,18,0,23,0,1,1425627512
296,436,18,0,23,0,1,1425627482
297,438,17,1,23,1,1,1425627452
298,438,18,0,23,0,1,1425627422
299,441,16,2,23,2,1,1425627392
300,443,16,3,23,2,1,1425627362
301,447,15,3,23,3,1,1425627332
302,449,18,0,23,0,1,1425627302
303,450,17,1,23,1,1,1425627272
304,450,18,0,23,1,1,1425627242
305,451,18,0,23,0,1,1425627212
306,453,18,0,23,0,1,1425627182
307,454,18,0,23,0,1,1425627151
308,456,17,1,23,1,1,1425627121
309,458,17,1,23,1,1,1425627092
310,459,18,1,23,0,1,1425627062
311,463,16,2,23,2,1,1425627032
312,467,16,2,23,2,1,1425627002
313,467,18,0,23,0,1,1425626972
314,470,15,3,23,3,1,1425626942
315,470,18,0,23,0,1,1425626911
316,471,17,1,23,1,1,1425626881
317,471,18,0,23,0,1,1425626852
318,472,18,0,23,0,1,1425626822
319,472,18,0,23,0,1,1425626792
320,477,16,2,23,2,1,1425626762
321,479,18,0,23,0,1,1425626732
322,485,13,5,23,5,1,1425626702
323,486,17,1,23,1,1,1425626671
324,486,18,0,23,0,1,1425626641
325,486,18,0,23,0,1,1425626612
326,487,17,1,23,1,1,1425626582
327,490,15,3,23,3,1,1425626552
328,492,16,0,23,2,1,1425626521
329,492,18,0,23,0,1,1425626492
330,494,18,0,23,0,1,1425626462
331,495,18,0,23,0,1,1425626432
332,500,14,4,23,4,1,1425626402
333,504,14,4,23,4,1,1425626372
334,506,17,1,23,1,1,1425626342
335,506,18,0,23,0,1,1425626311
336,506,18,0,23,0,1,1425626282
337,507,17,1,23,1,1,1425626252
338,509,16,2,23,2,1,1425626222
339,512,15,3,23,3,1,1425626191
340,512,17,0,23,1,1,1425626161
341,515,18,0,23,0,1,1425626132
342,519,15,3,23,2,1,1425626102
343,520,17,1,23,1,1,1425626072
344,522,16,2,23,2,1,1425626042
345,523,17,1,23,1,1,1425626012
346,524,17,1,23,1,1,1425625982
347,526,16,2,23,2,1,1425625952
348,527,17,1,23,1,1,1425625922
349,531,14,4,23,4,1,1425625892
350,532,17,1,23,1,1,1425625862
351,533,17,0,23,2,1,1425625832
352,537,17,1,23,1,1,1425625802
353,539,17,1,23,1,1,1425625772
354,539,18,0,23,0,1,1425625742
355,541,17,1,23,1,1,1425625712
356,542,18,0,23,0,1,1425625682
357,542,18,0,23,0,1,1425625652
358,544,17,1,23,1,1,1425625622
359,547,16,2,23,2,1,1425625592
360,551,14,4,23,3,1,1425625562
361,554,14,1,23,5,1,1425625532
362,556,17,1,23,0,1,1425625502
363,557,18,0,23,0,1,1425625472
364,558,17,1,23,1,1,1425625441
365,558,18,0,23,0,1,1425625412
366,560,17,1,23,1,1,1425625382
367,560,18,0,23,0,1,1425625351
368,560,18,0,23,0,1,1425625322
369,561,18,0,23,0,1,1425625292
370,564,15,3,23,3,1,1425625262
371,571,11,0,23,7,1,1425625232
372,571,17,1,23,1,1,1425625202
373,572,18,0,23,0,1,1425625171
374,574,18,0,23,0,1,1425625141
375,575,18,0,23,0,1,1425625112
376,575,18,0,23,0,1,1425625082
377,575,18,0,23,0,1,1425625052
378,577,18,1,23,0,1,1425625021
379,578,18,0,23,0,1,1425624991
380,579,17,1,23,1,1,1425624961
381,579,18,0,23,0,1,1425624932
382,580,17,1,23,1,1,1425624902
383,580,18,0,23,0,1,1425624872
384,586,12,6,23,6,1,1425624842
385,589,15,0,23,3,1,1425624812
386,589,18,0,23,0,1,1425624782
387,594,17,1,23,1,1,1425624752
388,595,18,0,23,0,1,1425624722
389,595,18,0,23,0,1,1425624692
390,595,18,0,23,0,1,1425624662
391,595,18,0,23,0,1,1425624631
392,595,18,0,23,0,1,1425624601
393,596,18,0,23,0,1,1425624572
394,597,17,1,23,1,1,1425624541
395,597,18,0,23,0,1,1425624511
396,599,17,2,23,1,1,1425624481
397,604,16,2,23,2,1,1425624451
398,607,15,4,23,3,1,1425624421
399,609,15,2,23,3,1,1425624392
400,610,18,0,23,0,1,1425624362
401,611,17,1,23,1,1,1425624332
402,612,18,0,23,0,1,1425624302
403,614,17,1,23,1,1,1425624272
404,614,18,0,23,0,1,1425624242
405,615,18,0,23,0,1,1425624212
406,615,18,0,23,0,1,1425624182
407,615,18,0,23,0,1,1425624152
408,616,17,1,23,1,1,1425624122
409,620,16,2,23,2,1,1425624092
410,622,17,2,23,1,1,1425624062
411,625,16,2,23,2,1,1425624032
412,626,17,1,23,1,1,1425624002
413,627,16,0,23,2,1,1425623972
414,628,17,1,23,1,1,1425623942
415,629,17,1,23,1,1,1425623912
416,631,17,1,23,0,1,1425623882
417,632,18,0,23,0,1,1425623852
418,633,17,1,23,1,1,1425623822
419,634,18,0,23,0,1,1425623791
420,634,18,0,23,0,1,1425623761
421,634,18,0,23,0,1,1425623732
422,637,16,2,23,1,1,1425623702
423,639,16,2,23,2,1,1425623671
424,643,16,2,23,2,1,1425623641
425,644,17,1,23,1,1,1425623612
426,645,17,1,23,1,1,1425623582
427,645,18,0,23,0,1,1425623552
428,645,18,0,23,0,1,1425623522
429,645,18,0,23,0,1,1425623492
430,646,18,0,23,0,1,1425623462
431,646,18,0,23,0,1,1425623432
432,647,18,0,23,0,1,1425623402
433,649,18,0,23,0,1,1425623372
434,649,18,0,23,0,1,1425623342
435,649,18,0,23,0,1,1425623312
436,650,18,0,23,0,1,1425623282
437,651,18,0,23,0,1,1425623251
438,655,16,2,23,2,1,1425623221
439,660,13,6,23,5,1,1425623192
440,663,16,2,23,1,1,1425623161
441,663,18,0,23,0,1,1425623131
442,663,18,0,23,0,1,1425623101
443,663,18,0,23,1,1,1425623072
444,664,18,0,23,0,1,1425623042
445,664,18,0,23,0,1,1425623012
446,665,18,0,23,0,1,1425622982
447,665,18,0,23,0,1,1425622952
448,666,18,0,23,0,1,1425622922
449,667,17,1,23,1,1,1425622892
450,667,18,0,23,0,1,1425622862
451,668,18,0,23,0,1,1425622832
452,668,18,0,23,0,1,1425622802
453,668,18,0,23,0,1,1425622772
454,670,17,1,23,1,1,1425622742
455,677,12,6,23,6,1,1425622712
456,678,17,1,23,1,1,1425622682
457,681,15,3,23,3,1,1425622651
458,682,17,0,23,1,1,1425622621
459,682,18,0,23,0,1,1425622592
460,682,18,0,23,0,1,1425622562
461,682,18,0,23,0,1,1425622532
462,683,18,0,23,0,1,1425622501
463,683,18,0,23,0,1,1425622472
464,683,18,0,23,0,1,1425622442
465,686,17,1,23,1,1,1425622411
466,686,18,0,23,0,1,1425622381
467,687,17,1,23,1,1,1425622351
468,688,18,0,23,0,1,1425622321
469,688,18,0,23,0,1,1425622292
470,691,16,3,23,2,1,1425622262
471,696,15,3,23,3,1,1425622231
472,696,18,0,23,0,1,1425622201
473,696,18,0,23,0,1,1425622172
474,698,16,0,23,2,1,1425622141
475,698,18,0,23,0,1,1425622112
476,699,18,0,23,0,1,1425622082
477,700,17,1,23,1,1,1425622052
478,701,17,1,23,1,1,1425622022
479,701,18,0,23,0,1,1425621992
480,702,18,0,23,0,1,1425621962
481,702,18,0,23,0,1,1425621932
482,703,17,1,23,1,1,1425621901
483,703,18,0,23,0,1,1425621872
484,705,16,2,23,2,1,1425621842
485,707,16,2,23,2,1,1425621812
486,716,9,9,23,9,1,1425621782
487,716,18,0,23,0,1,1425621751
488,716,18,0,23,0,1,1425621721
489,716,18,0,23,0,1,1425621691
490,716,18,0,23,0,1,1425621661
491,716,18,0,23,0,1,1425621632
492,716,18,0,23,0,1,1425621602
493,717,18,0,23,0,1,1425621571
494,718,18,0,23,0,1,1425621541
495,718,18,0,23,0,1,1425621512
496,718,18,0,23,0,1,1425621482
497,720,18,0,23,0,1,1425621452
498,721,17,1,23,1,1,1425621422
499,722,17,1,23,1,1,1425621392
500,723,18,0,23,0,1,1425621362
501,724,17,1,23,0,1,1425621331
502,725,17,1,23,1,1,1425621301
503,730,15,3,23,3,1,1425621271
504,734,14,4,23,4,1,1425621241
505,734,18,0,23,0,1,1425621212
506,734,18,0,23,0,1,1425621182
507,734,18,0,23,0,1,1425621152
508,735,17,1,23,0,1,1425621122
509,736,18,0,23,0,1,1425621092
510,737,17,1,23,1,1,1425621062
511,737,18,0,23,0,1,1425621032
512,737,18,0,23,0,1,1425621002
513,738,18,0,23,0,1,1425620972
514,738,18,0,23,0,1,1425620942
515,739,18,0,23,0,1,1425620912
516,742,17,1,23,1,1,1425620882
517,742,18,0,23,0,1,1425620852
518,744,17,1,23,1,1,1425620822
519,750,12,6,23,6,1,1425620792
520,751,17,0,23,2,1,1425620762
521,752,18,0,23,0,1,1425620732
522,754,18,0,23,0,1,1425620701
523,754,18,0,23,0,1,1425620672
524,754,18,0,23,0,1,1425620642
525,754,18,0,23,0,1,1425620611
526,754,18,0,23,0,1,1425620582
527,755,17,1,23,1,1,1425620552
528,755,18,0,23,0,1,1425620522
529,755,18,0,23,0,1,1425620492
530,758,16,2,23,2,1,1425620462
531,759,17,1,23,1,1,1425620432
532,759,18,0,23,0,1,1425620402
533,761,16,2,23,2,1,1425620372
534,765,14,4,23,4,1,1425620342
535,768,14,1,23,4,1,1425620311
536,769,18,0,23,0,1,1425620282
537,770,18,0,23,0,1,1425620252
538,771,18,0,23,0,1,1425620222
539,771,18,0,23,0,1,1425620192
540,771,18,0,23,0,1,1425620162
541,773,16,2,23,2,1,1425620131
542,773,18,0,23,0,1,1425620102
543,774,17,1,23,1,1,1425620072
544,775,17,1,23,1,1,1425620042
545,776,18,0,23,0,1,1425620011
546,776,18,0,23,0,1,1425619981
547,776,18,0,23,0,1,1425619952
548,777,17,1,23,1,1,1425619922
549,778,18,0,23,2,1,1425619892
550,779,18,0,23,0,1,1425619862
551,784,15,3,23,3,1,1425619832
552,785,17,1,23,1,1,1425619802
553,785,18,0,23,0,1,1425619771
554,785,18,0,23,0,1,1425619741
555,786,17,1,23,1,1,1425619712
556,786,18,0,23,0,1,1425619682
557,786,18,0,23,0,1,1425619651
558,786,18,0,23,0,1,1425619621
559,786,18,0,23,0,1,1425619592
560,786,18,0,23,0,1,1425619562
561,787,17,1,23,1,1,1425619531
562,787,18,0,23,0,1,1425619501
563,788,17,1,23,1,1,1425619471
564,788,18,0,23,0,1,1425619441
565,788,18,0,23,0,1,1425619411
566,788,18,0,23,0,1,1425619381
567,788,18,0,23,1,1,1425619352
568,790,18,0,23,0,1,1425619322
569,791,18,0,23,0,1,1425619292
570,792,17,1,23,1,1,1425619262
571,792,18,0,23,0,1,1425619232
572,794,17,1,23,1,1,1425619202
573,795,18,0,23,0,1,1425619171
574,795,18,0,23,0,1,1425619141
575,795,18,0,23,0,1,1425619112
576,796,17,1,23,1,1,1425619082
577,800,14,4,23,4,1,1425619052
578,802,16,2,23,2,1,1425619021
579,802,18,0,23,0,1,1425618992
580,802,18,0,23,0,1,1425618962
581,803,17,0,23,1,1,1425618931
582,803,18,0,23,0,1,1425618902
583,803,18,0,23,1,1,1425618871
584,804,18,0,23,0,1,1425618841
585,804,18,0,23,0,1,1425618812
586,804,18,0,23,0,1,1425618782
587,804,18,0,23,0,1,1425618752
588,805,18,0,23,0,1,1425618722
589,805,18,0,23,0,1,1425618691
590,805,18,0,23,0,1,1425618661
591,805,18,0,23,0,1,1425618632
592,806,18,0,23,0,1,1425618602
593,807,17,1,23,1,1,1425618572
594,808,17,1,23,1,1,1425618542
595,808,18,0,23,0,1,1425618512
596,808,18,0,23,0,1,1425618482
597,808,18,0,23,0,1,1425618451
598,808,18,0,23,0,1,1425618421
599,811,15,3,23,3,1,1425618392
600,812,17,1,23,1,1,1425618361
601,812,18,0,23,0,1,1425618332
602,812,18,0,23,0,1,1425618302
603,812,18,0,23,0,1,1425618272
604,813,17,0,23,2,1,1425618242
605,814,17,1,23,1,1,1425618212
606,821,12,6,23,5,1,1425618182
607,821,18,0,23,0,1,1425618153
608,821,18,0,23,0,1,1425618122
609,821,18,0,23,0,1,1425618095
610,821,18,0,23,0,1,1425618062
611,821,18,0,23,0,1,1425618032
612,821,18,0,23,0,1,1425618002
613,821,18,0,23,0,1,1425617971
614,821,18,0,23,0,1,1425617941
615,821,18,0,23,0,1,1425617911
616,822,17,1,23,1,1,1425617881
617,823,18,0,23,0,1,1425617852
618,823,18,0,23,0,1,1425617822
619,823,18,0,23,0,1,1425617791
620,823,18,0,23,0,1,1425617761
621,823,18,0,23,0,1,1425617731
622,824,17,1,23,1,1,1425617701
623,824,18,0,23,0,1,1425617672
624,825,17,1,23,1,1,1425617642
625,826,17,0,23,1,1,1425617612
626,826,18,0,23,1,1,1425617582
627,827,18,0,23,0,1,1425617552
628,827,18,0,23,0,1,1425617522
629,828,18,0,23,0,1,1425617492
630,829,18,0,23,0,1,1425617461
631,830,18,0,23,0,1,1425617432
632,831,17,1,23,1,1,1425617402
633,833,17,1,23,1,1,1425617372
634,835,17,1,23,1,1,1425617342
635,836,17,1,23,1,1,1425617312
636,839,16,2,23,2,1,1425617282
637,840,17,1,23,1,1,1425617251
638,840,18,0,23,0,1,1425617222
639,840,18,0,23,0,1,1425617192
640,840,18,0,23,0,1,1425617162
641,840,18,0,23,0,1,1425617132
642,841,17,0,23,1,1,1425617102
643,841,18,0,23,0,1,1425617071
644,841,18,0,23,0,1,1425617041
645,841,18,0,23,0,1,1425617012
646,841,18,0,23,0,1,1425616982
647,841,18,0,23,0,1,1425616951
648,841,18,0,23,0,1,1425616922
649,842,18,0,23,0,1,1425616892
650,842,18,0,23,0,1,1425616862
651,842,18,0,23,0,1,1425616832
652,842,18,0,23,0,1,1425616802
653,842,18,0,23,0,1,1425616772
654,842,18,0,23,0,1,1425616742
655,842,18,0,23,0,1,1425616712
656,842,18,0,23,0,1,1425616682
657,842,18,0,23,0,1,1425616652
658,844,17,1,23,1,1,1425616622
659,844,18,0,23,0,1,1425616592
660,846,16,2,23,2,1,1425616562
661,849,15,0,23,4,1,1425616531
662,850,18,0,23,0,1,1425616501
663,852,17,1,23,1,1,1425616472
664,855,17,1,23,1,1,1425616442
665,859,14,4,23,4,1,1425616412
666,863,16,2,23,2,1,1425616382
667,863,18,0,23,0,1,1425616352
668,864,17,1,23,1,1,1425616322
669,866,16,2,23,2,1,1425616292
670,868,17,0,23,3,1,1425616262
671,869,18,0,23,0,1,1425616232
672,873,16,2,23,2,1,1425616202
673,874,17,1,23,1,1,1425616172
674,876,17,1,23,1,1,1425616141
675,878,18,0,23,0,1,1425616112
676,879,17,1,23,1,1,1425616082
677,881,16,2,23,2,1,1425616051
678,882,17,1,23,1,1,1425616022
679,883,18,0,23,1,1,1425615992
680,883,18,0,23,0,1,1425615962
681,886,16,2,23,2,1,1425615932
682,888,16,2,23,2,1,1425615902
683,889,17,1,23,1,1,1425615872
684,891,16,2,23,2,1,1425615842
685,892,17,1,23,1,1,1425615812
686,895,15,3,23,3,1,1425615782
687,895,17,1,23,1,1,1425615752
688,900,17,1,23,1,1,1425615722
689,901,18,0,23,0,1,1425615692
690,901,18,0,23,0,1,1425615662
691,902,18,0,23,0,1,1425615632
692,904,17,1,23,1,1,1425615602
693,907,15,3,23,3,1,1425615571
694,908,17,1,23,1,1,1425615541
695,910,17,0,23,2,1,1425615512
696,910,17,1,23,1,1,1425615482
697,911,18,0,23,0,1,1425615452
698,912,18,0,23,0,1,1425615422
699,916,15,3,23,3,1,1425615392
700,919,15,3,23,3,1,1425615362
701,919,18,0,23,0,1,1425615332
702,919,18,0,23,0,1,1425615302
703,922,15,3,23,3,1,1425615271
704,925,16,0,23,4,1,1425615242
705,926,17,1,23,0,1,1425615212
706,929,17,1,23,1,1,1425615182
707,929,18,0,23,0,1,1425615152
708,929,18,0,23,0,1,1425615122
709,931,16,2,23,2,1,1425615092
710,933,16,2,23,2,1,1425615063
711,937,14,4,23,4,1,1425615032
712,938,17,0,23,1,1,1425615002
713,938,18,0,23,0,1,1425614972
714,938,18,0,23,0,1,1425614942
715,942,17,1,23,1,1,1425614912
716,944,17,1,23,1,1,1425614882
717,947,15,3,23,3,1,1425614851
718,948,17,1,23,1,1,1425614821
719,948,18,0,23,0,1,1425614791
720,948,18,0,23,0,1,1425614762
721,949,17,1,23,1,1,1425614731
722,950,17,0,23,2,1,1425614702
723,951,17,1,23,1,1,1425614672
724,952,18,0,23,0,1,1425614642
725,953,17,1,23,1,1,1425614612
726,954,17,1,23,1,1,1425614582
727,956,16,2,23,2,1,1425614552
728,959,15,3,23,3,1,1425614522
729,960,18,0,23,0,1,1425614491
730,962,16,2,23,2,1,1425614461
731,962,18,0,23,0,1,1425614432
732,963,18,0,23,0,1,1425614402
733,963,18,0,23,0,1,1425614372
734,963,18,0,23,0,1,1425614342
