step,waiting,running,done,machines,available,timestamp
1806,16,20,0,117,28,1425582182
1807,18,19,0,117,29,1425582152
1808,18,21,3,117,27,1425582122
1809,19,24,0,117,24,1425582092
1810,19,24,2,117,24,1425582062
1811,19,26,0,117,22,1425582031
1812,19,26,0,117,22,1425582001
1813,20,25,0,117,23,1425581972
1814,19,25,0,117,23,1425581942
1815,20,24,1,117,24,1425581912
1816,22,23,2,117,25,1425581882
1817,22,25,0,117,23,1425581852
1818,22,25,0,117,23,1425581822
1819,22,25,0,117,23,1425581791
1820,22,25,0,117,23,1425581761
1821,22,25,0,117,23,1425581731
1822,23,26,0,117,22,1425581701
1823,28,26,0,117,22,1425581672
1824,33,26,0,117,22,1425581641
1825,38,21,5,117,27,1425581611
1826,41,24,2,117,24,1425581581
1827,42,24,0,117,24,1425581552
1828,43,25,1,117,23,1425581522
1829,44,26,0,117,22,1425581492
1830,46,27,0,117,21,1425581462
1831,47,27,0,117,21,1425581432
1832,49,25,3,117,23,1425581402
1833,52,27,1,117,21,1425581372
1834,51,28,0,117,20,1425581342
1835,51,26,0,117,22,1425581312
1836,51,26,0,117,22,1425581282
1837,54,25,1,117,23,1425581252
1838,54,26,0,117,22,1425581222
1839,54,26,0,117,22,1425581192
1840,54,26,0,117,22,1425581162
1841,54,26,0,117,22,1425581131
1842,55,25,1,117,23,1425581101
1843,56,25,1,117,23,1425581072
1844,56,26,0,117,22,1425581042
1845,57,25,1,117,23,1425581011
1846,58,25,0,117,24,1425580981
1847,59,26,0,117,22,1425580952
1848,59,26,0,117,22,1425580922
1849,59,26,0,117,22,1425580892
1850,59,26,0,117,22,1425580862
1851,59,26,0,117,22,1425580833
1852,62,26,0,117,22,1425580803
1853,62,26,0,117,22,1425580771
1854,62,26,0,117,22,1425580741
1855,62,26,0,117,22,1425580712
1856,62,26,0,117,22,1425580682
1857,62,26,0,117,22,1425580651
1858,63,26,0,117,22,1425580622
1859,64,26,0,117,22,1425580591
1860,65,26,1,117,22,1425580561
1861,66,26,1,117,22,1425580532
1862,66,28,0,117,20,1425580502
1863,67,29,5,117,19,1425580472
1864,66,34,0,117,14,1425580442
1865,68,32,2,117,16,1425580411
1866,70,32,2,117,16,1425580381
1867,71,32,0,117,16,1425580352
1868,77,26,0,117,22,1425580322
1869,70,26,0,117,22,1425580291
1870,70,26,0,117,22,1425580261
1871,70,26,0,117,22,1425580231
1872,71,26,0,117,22,1425580201
1873,71,26,0,117,22,1425580172
1874,72,26,0,117,22,1425580142
1875,74,24,2,117,24,1425580112
1876,75,25,1,117,23,1425580082
1877,76,25,1,117,23,1425580052
1878,76,26,0,117,22,1425580022
1879,80,22,0,117,26,1425579992
1880,77,21,1,117,27,1425579962
1881,77,21,0,117,27,1425579932
1882,78,22,0,117,26,1425579902
1883,80,22,0,117,26,1425579872
1884,82,22,0,117,26,1425579842
1885,82,22,0,117,26,1425579812
1886,82,22,0,117,26,1425579782
1887,83,22,0,117,26,1425579752
1888,85,21,1,117,27,1425579722
1889,86,21,1,117,27,1425579691
1890,86,22,0,117,26,1425579661
1891,87,22,0,117,26,1425579632
1892,87,22,0,117,26,1425579602
1893,89,22,0,117,26,1425579571
1894,91,20,2,117,28,1425579541
1895,91,22,0,117,26,1425579512
1896,92,21,2,117,27,1425579482
1897,94,22,1,117,26,1425579452
1898,95,22,1,117,26,1425579422
1899,95,22,0,117,26,1425579392
1900,97,22,0,117,26,1425579362
1901,98,21,1,117,26,1425579332
1902,99,22,0,117,26,1425579302
1903,99,22,0,117,26,1425579272
1904,99,22,0,117,26,1425579242
1905,100,23,0,117,25,1425579211
1906,102,23,0,117,25,1425579181
1907,102,24,0,117,24,1425579152
1908,105,22,2,117,26,1425579122
1909,106,23,1,117,25,1425579092
1910,106,24,0,117,24,1425579062
1911,109,22,2,117,26,1425579031
1912,110,23,1,117,25,1425579001
1913,113,21,3,117,27,1425578972
1914,114,23,0,117,25,1425578942
1915,114,21,0,117,27,1425578911
1916,116,21,1,117,27,1425578881
1917,116,22,0,117,26,1425578852
1918,117,22,0,117,26,1425578821
1919,117,22,0,117,26,1425578792
1920,120,20,2,117,28,1425578762
1921,121,22,1,117,27,1425578732
1922,122,22,2,117,27,1425578702
1923,122,24,0,117,25,1425578672
1924,125,21,3,117,28,1425578642
1925,125,24,0,117,25,1425578612
1926,127,23,2,117,26,1425578582
1927,128,24,1,117,25,1425578552
1928,129,24,1,117,25,1425578522
1929,130,25,4,117,24,1425578492
1930,131,27,0,117,22,1425578462
1931,133,31,0,117,18,1425578432
1932,133,31,0,117,18,1425578402
1933,133,31,0,117,18,1425578371
1934,133,31,0,117,18,1425578342
1935,133,23,0,117,26,1425578312
1936,133,23,0,117,26,1425578282
1937,134,23,0,117,26,1425578252
1938,134,23,0,117,26,1425578222
1939,135,22,1,117,27,1425578192
1940,137,22,2,117,27,1425578161
1941,139,22,2,117,27,1425578132
1942,142,21,3,117,28,1425578102
1943,143,23,1,117,26,1425578072
1944,144,23,2,117,26,1425578042
1945,144,25,1,117,24,1425578012
1946,144,28,0,117,21,1425577982
1947,146,27,1,117,22,1425577951
1948,148,22,1,117,27,1425577921
1949,148,23,0,117,26,1425577891
1950,148,24,0,117,25,1425577861
1951,148,24,0,117,25,1425577832
1952,148,24,0,117,25,1425577802
1953,150,24,0,117,25,1425577771
1954,151,25,2,117,24,1425577741
1955,151,29,0,117,20,1425577712
1956,152,28,1,117,21,1425577682
1957,153,29,2,117,20,1425577652
1958,154,30,1,117,19,1425577622
1959,158,26,3,117,22,1425577592
1960,159,30,1,117,19,1425577562
1961,161,31,0,117,18,1425577532
1962,163,31,0,117,18,1425577502
1963,166,29,2,117,20,1425577472
1964,171,26,5,117,23,1425577442
1965,173,29,2,117,20,1425577411
1966,174,31,0,117,18,1425577381
1967,178,27,4,117,22,1425577352
1968,178,31,0,117,18,1425577322
1969,181,28,3,117,21,1425577292
1970,181,31,0,117,18,1425577262
1971,184,31,0,117,18,1425577232
1972,186,30,1,117,19,1425577202
1973,189,29,2,117,20,1425577172
1974,191,31,0,117,18,1425577142
1975,131,31,0,117,18,1425577112
1976,132,30,1,117,19,1425577082
1977,133,31,0,117,18,1425577052
1978,139,25,6,117,24,1425577022
1979,140,30,2,117,19,1425576992
1980,143,30,1,117,19,1425576962
1981,142,30,0,117,19,1425576931
1982,140,31,0,117,18,1425576901
1983,139,31,0,117,18,1425576871
1984,139,31,0,117,18,1425576841
1985,144,30,1,117,19,1425576812
1986,150,29,2,117,20,1425576782
1987,150,31,0,117,18,1425576752
1988,151,30,1,117,19,1425576722
1989,152,31,0,117,18,1425576692
1990,157,26,5,117,23,1425576662
1991,161,27,0,117,22,1425576632
1992,161,31,0,117,18,1425576602
1993,162,31,0,117,18,1425576572
1994,158,31,0,117,18,1425576542
1995,158,31,0,117,18,1425576512
1996,161,31,0,117,18,1425576482
1997,169,23,0,117,26,1425576452
1998,170,22,0,117,26,1425576422
1999,173,19,3,117,29,1425576391
2000,173,22,1,117,26,1425576362
2001,174,23,0,117,25,1425576332
2002,174,23,2,117,25,1425576302
2003,175,24,2,117,24,1425576271
2004,175,26,0,117,22,1425576242
2005,176,25,1,117,23,1425576211
2006,176,26,0,117,22,1425576181
2007,176,26,0,117,22,1425576152
2008,176,22,0,117,26,1425576122
2009,177,22,0,117,26,1425576092
2010,177,22,0,117,26,1425576062
2011,179,20,2,117,27,1425576032
2012,180,22,0,117,26,1425576002
2013,180,22,0,117,26,1425575972
2014,181,21,1,117,27,1425575942
2015,182,22,0,117,26,1425575911
2016,182,22,0,117,26,1425575882
2017,183,21,0,117,27,1425575852
2018,184,21,0,117,26,1425575822
2019,123,21,0,117,26,1425575792
2020,123,21,0,117,26,1425575762
2021,125,20,1,117,27,1425575732
2022,129,16,0,117,31,1425575702
2023,140,6,0,117,41,1425575672
2024,143,4,2,117,43,1425575642
2025,143,6,0,117,41,1425575612
2026,143,6,0,117,41,1425575583
2027,144,6,0,117,41,1425575552
2028,144,6,0,117,41,1425575522
2029,144,6,0,117,41,1425575492
2030,144,6,0,117,41,1425575462
2031,146,6,3,117,41,1425575432
2032,146,10,0,117,37,1425575402
2033,148,8,3,117,39,1425575372
2034,148,11,2,117,36,1425575342
2035,149,12,1,117,35,1425575311
2036,150,12,0,117,35,1425575281
2037,150,13,0,117,34,1425575252
2038,150,13,0,117,34,1425575222
2039,150,14,1,117,33,1425575192
2040,154,13,1,117,34,1425575162
2041,152,13,1,117,34,1425575131
2042,152,14,0,117,33,1425575101
2043,154,12,3,117,35,1425575072
2044,155,13,2,117,35,1425575042
2045,155,15,0,117,33,1425575012
2046,160,10,1,117,38,1425574982
2047,155,11,1,117,37,1425574952
2048,156,11,3,117,37,1425574921
2049,156,14,0,117,34,1425574891
2050,156,14,0,117,34,1425574862
2051,156,14,0,117,34,1425574832
2052,158,13,1,117,35,1425574802
2053,159,14,1,117,88,1425574772
2054,161,15,1,117,86,1425574742
2055,94,16,1,117,85,1425574712
2056,88,19,1,117,82,1425574682
2057,88,20,0,117,81,1425574652
2058,88,20,0,117,81,1425574622
2059,88,22,2,117,77,1425574592
2060,88,24,0,117,74,1425574562
2061,90,22,3,117,76,1425574531
2062,97,18,2,117,84,1425574501
2063,93,18,0,117,84,1425574471
2064,94,20,0,117,82,1425574442
2065,94,22,0,117,80,1425574412
2066,94,23,0,117,79,1425574381
2067,94,23,0,117,79,1425574351
2068,94,23,0,117,79,1425574321
2069,94,25,0,117,77,1425574291
2070,97,24,1,117,78,1425574261
2071,99,24,1,117,78,1425574231
2072,107,17,2,117,85,1425574201
2073,36,17,2,117,85,1425574172
2074,36,18,0,117,84,1425574141
2075,38,19,0,117,83,1425574112
2076,38,19,0,117,83,1425574082
2077,38,19,0,117,83,1425574051
2078,38,19,0,117,83,1425574021
2079,38,19,0,117,83,1425573992
2080,38,19,0,117,83,1425573962
2081,38,19,0,117,83,1425573932
2082,38,19,0,117,83,1425573902
2083,38,19,0,117,83,1425573872
2084,38,19,0,117,83,1425573842
2085,39,18,1,117,84,1425573812
2086,39,19,0,117,83,1425573782
2087,43,17,2,117,85,1425573752
2088,46,16,3,117,86,1425573722
2089,48,17,2,117,85,1425573691
2090,52,15,4,117,87,1425573661
2091,52,19,0,117,83,1425573632
2092,54,19,0,117,83,1425573602
2093,56,19,0,117,83,1425573572
2094,58,18,1,117,84,1425573542
2095,60,17,2,117,85,1425573512
2096,61,18,1,117,84,1425573482
2097,63,18,1,117,84,1425573451
2098,69,13,7,117,89,1425573421
2099,70,19,0,117,83,1425573392
2100,71,18,1,117,84,1425573362
2101,72,18,1,117,84,1425573332
2102,72,19,0,117,83,1425573302
2103,73,19,0,117,83,1425573272
2104,76,18,1,117,84,1425573242
2105,77,19,0,117,83,1425573212
2106,78,19,0,117,83,1425573182
2107,81,18,1,117,84,1425573152
2108,82,19,0,117,83,1425573122
2109,84,17,2,117,85,1425573092
2110,85,19,1,117,83,1425573062
2111,88,21,2,117,80,1425573032
2112,90,21,2,117,80,1425573002
2113,91,21,0,117,80,1425572972
2114,92,23,0,117,78,1425572942
2115,92,23,0,117,78,1425572911
2116,95,22,1,117,79,1425572881
2117,97,23,0,117,78,1425572851
2118,100,23,0,117,78,1425572821
2119,101,22,1,117,78,1425572792
2120,102,23,0,117,78,1425572762
2121,104,22,1,117,79,1425572732
2122,107,21,2,117,80,1425572702
2123,109,22,1,117,79,1425572672
2124,110,22,1,117,79,1425572641
2125,110,22,0,117,79,1425572612
2126,111,22,0,117,80,1425572582
2127,113,22,0,117,80,1425572552
2128,116,20,2,117,82,1425572522
2129,118,20,2,117,82,1425572492
2130,119,21,2,117,81,1425572462
2131,121,20,1,117,82,1425572431
2132,123,19,2,117,83,1425572401
2133,125,19,3,117,83,1425572372
2134,125,21,0,117,80,1425572342
2135,126,25,0,117,73,1425572312
2136,126,25,0,117,73,1425572282
2137,130,27,0,117,69,1425572252
2138,133,25,2,117,71,1425572222
2139,134,27,0,117,69,1425572191
2140,136,27,0,117,69,1425572161
2141,138,25,0,117,71,1425572132
2142,147,15,2,117,88,1425572102
2143,138,16,1,117,87,1425572072
2144,142,16,1,117,87,1425572042
2145,145,16,1,117,87,1425572011
2146,145,17,0,117,86,1425571981
2147,146,16,1,117,87,1425571952
2148,146,17,0,117,86,1425571922
2149,148,16,1,117,87,1425571891
2150,150,15,4,117,88,1425571861
2151,153,17,2,117,85,1425571832
2152,154,18,1,117,84,1425571802
2153,156,17,2,117,85,1425571772
2154,157,18,0,117,85,1425571742
2155,160,19,0,117,83,1425571711
2156,162,19,0,117,83,1425571681
2157,162,19,0,117,83,1425571652
2158,162,19,0,117,83,1425571622
2159,166,17,2,117,85,1425571591
2160,167,19,0,117,83,1425571561
2161,169,17,2,117,85,1425571532
2162,172,16,3,117,86,1425571502
2163,172,19,0,117,83,1425571472
2164,174,17,0,117,86,1425571441
2165,175,14,0,117,90,1425571412
2166,177,17,0,117,86,1425571382
2167,180,16,1,117,87,1425571352
2168,180,17,0,117,86,1425571322
2169,181,16,1,117,87,1425571292
2170,183,15,2,117,88,1425571262
2171,185,15,2,117,88,1425571232
2172,188,14,3,117,89,1425571202
2173,188,17,0,117,86,1425571172
2174,191,16,1,117,87,1425571142
2175,191,17,0,117,86,1425571112
2176,195,13,0,117,90,1425571082
2177,195,17,0,117,86,1425571052
2178,196,17,0,117,86,1425571022
2179,197,17,0,117,86,1425570992
2180,199,17,0,117,86,1425570962
2181,201,18,0,117,85,1425570931
2182,201,19,0,117,84,1425570901
2183,204,18,2,117,85,1425570871
2184,204,20,0,117,83,1425570841
2185,204,20,0,117,83,1425570812
2186,205,20,0,117,83,1425570782
2187,206,19,1,117,84,1425570752
2188,207,19,1,117,83,1425570722
2189,210,17,3,117,86,1425570692
2190,212,17,1,117,87,1425570662
2191,215,19,1,117,84,1425570631
2192,217,20,0,117,83,1425570601
2193,217,20,0,117,83,1425570572
2194,219,20,0,117,83,1425570542
2195,220,20,0,117,83,1425570512
2196,222,19,1,117,84,1425570481
2197,222,20,0,117,83,1425570452
2198,223,19,1,117,84,1425570422
2199,224,19,1,117,84,1425570392
2200,224,20,0,117,83,1425570362
2201,225,20,0,117,83,1425570332
2202,226,19,1,117,84,1425570302
2203,228,18,2,117,85,1425570272
2204,229,18,0,117,85,1425570242
2205,231,19,1,117,84,1425570212
2206,234,20,0,117,83,1425570182
2207,235,20,0,117,83,1425570152
2208,237,19,1,117,84,1425570122
2209,238,20,0,117,83,1425570092
2210,242,17,2,117,85,1425570062
2211,243,19,1,117,84,1425570032
2212,244,20,0,117,83,1425570002
2213,247,17,3,117,86,1425569972
2214,249,18,2,117,85,1425569942
2215,250,18,0,117,85,1425569911
2216,252,20,0,117,83,1425569881
2217,253,24,0,117,76,1425569852
2218,255,24,2,117,74,1425569822
2219,256,28,0,117,68,1425569791
2220,260,25,3,117,71,1425569761
2221,260,29,1,117,67,1425569732
2222,262,29,1,117,67,1425569702
2223,271,21,7,117,78,1425569672
2224,270,28,0,117,68,1425569642
2225,272,28,0,117,68,1425569612
2226,278,24,4,117,74,1425569582
2227,279,28,0,117,68,1425569552
2228,280,27,3,117,69,1425569522
2229,282,29,1,117,67,1425569492
2230,287,26,3,117,70,1425569462
2231,279,28,0,117,68,1425569432
2232,278,28,0,117,68,1425569402
2233,279,27,0,117,70,1425569372
2234,286,25,3,117,72,1425569342
2235,292,25,5,117,71,1425569312
2236,293,30,1,117,66,1425569282
2237,296,28,3,117,68,1425569252
2238,297,31,0,117,65,1425569222
2239,298,30,1,117,66,1425569192
2240,300,29,2,117,67,1425569161
2241,301,28,1,117,68,1425569131
2242,303,30,1,117,66,1425569102
2243,304,21,2,117,82,1425569072
2244,298,23,0,117,80,1425569041
2245,298,23,0,117,80,1425569011
2246,300,22,1,117,81,1425568981
2247,302,21,2,117,82,1425568952
2248,305,20,3,117,83,1425568922
2249,306,21,0,117,82,1425568892
2250,306,20,0,117,83,1425568862
2251,308,20,0,117,83,1425568832
2252,310,18,2,117,85,1425568802
2253,312,19,1,117,84,1425568772
2254,314,19,1,117,84,1425568742
2255,315,20,0,117,83,1425568711
2256,316,20,0,117,83,1425568681
2257,318,19,2,117,84,1425568652
2258,320,19,2,117,84,1425568622
2259,324,17,3,117,86,1425568592
2260,323,20,0,117,83,1425568561
2261,324,20,0,117,83,1425568532
2262,326,19,1,117,84,1425568502
2263,328,19,1,117,84,1425568472
2264,331,19,1,117,84,1425568442
2265,332,20,0,117,83,1425568412
2266,332,22,1,117,80,1425568382
2267,333,23,0,117,78,1425568352
2268,336,19,5,117,82,1425568322
2269,339,21,3,117,78,1425568292
2270,340,22,0,117,77,1425568262
2271,341,24,0,117,75,1425568232
2272,343,25,3,117,73,1425568202
2273,347,27,1,117,69,1425568172
2274,347,28,0,117,68,1425568142
2275,349,27,1,117,69,1425568112
2276,352,25,3,117,71,1425568082
2277,353,28,0,117,68,1425568052
2278,357,24,5,117,74,1425568022
2279,359,28,0,117,68,1425567992
2280,360,27,1,117,69,1425567962
2281,360,29,0,117,67,1425567932
2282,364,29,0,117,67,1425567902
2283,367,28,0,117,68,1425567872
2284,370,25,3,117,71,1425567842
2285,371,28,0,117,68,1425567812
2286,376,27,1,117,70,1425567782
2287,377,28,1,117,68,1425567751
2288,378,28,2,117,68,1425567721
2289,380,28,0,117,69,1425567692
2290,383,29,0,117,67,1425567662
2291,385,28,0,117,68,1425567632
2292,387,27,1,117,69,1425567602
2293,388,29,0,117,67,1425567572
2294,389,28,1,117,68,1425567542
2295,397,24,4,117,75,1425567512
2296,397,26,0,117,70,1425567482
2297,390,27,1,117,69,1425567452
2298,392,28,0,117,68,1425567422
2299,366,28,0,117,68,1425567391
2300,370,26,2,117,70,1425567361
2301,374,25,3,117,71,1425567331
2302,375,27,1,117,69,1425567301
2303,378,17,4,117,86,1425567272
2304,372,18,2,117,84,1425567242
2305,374,20,0,117,83,1425567211
2306,374,20,0,117,83,1425567182
2307,375,20,0,117,83,1425567152
2308,378,20,0,117,83,1425567122
2309,383,18,2,117,85,1425567092
2310,385,19,1,117,84,1425567062
2311,387,20,0,117,83,1425567032
2312,390,17,3,117,86,1425567002
2313,391,19,0,117,85,1425566972
2314,393,20,0,117,83,1425566942
2315,396,19,0,117,83,1425566912
2316,397,20,2,117,83,1425566882
2317,401,21,3,117,81,1425566852
2318,406,22,2,117,81,1425566822
2319,406,24,0,117,79,1425566792
2320,408,22,2,117,81,1425566762
2321,408,24,1,117,79,1425566732
2322,409,25,1,117,77,1425566702
2323,412,22,0,117,80,1425566672
2324,416,26,0,117,76,1425566642
2325,416,26,0,117,76,1425566612
2326,417,30,0,117,68,1425566582
2327,422,29,1,117,69,1425566552
2328,422,30,2,117,68,1425566522
2329,425,27,2,117,69,1425566492
2330,428,26,3,117,70,1425566462
2331,431,26,0,117,70,1425566432
2332,431,29,0,117,68,1425566402
2333,432,29,0,117,67,1425566372
2334,433,29,0,117,67,1425566342
2335,448,17,4,117,86,1425566312
2336,441,20,1,117,83,1425566282
2337,441,21,0,117,82,1425566252
2338,442,21,0,117,82,1425566222
2339,445,18,0,117,86,1425566192
2340,446,20,1,117,83,1425566162
2341,450,21,0,117,82,1425566132
2342,452,21,0,117,82,1425566102
2343,453,20,1,117,83,1425566072
2344,457,18,4,117,85,1425566042
2345,457,22,0,117,80,1425566012
2346,461,20,2,117,82,1425565982
2347,463,21,1,117,81,1425565952
2348,465,20,2,117,82,1425565922
2349,465,20,1,117,82,1425565892
2350,469,20,1,117,83,1425565862
2351,471,20,1,117,83,1425565832
2352,476,19,3,117,83,1425565802
2353,478,21,1,117,83,1425565772
2354,478,22,2,117,82,1425565742
2355,481,23,2,117,79,1425565712
2356,485,21,1,117,81,1425565682
2357,483,21,0,117,82,1425565652
2358,484,22,0,117,80,1425565622
2359,486,21,1,117,81,1425565592
2360,488,22,0,117,80,1425565562
2361,489,22,0,117,80,1425565532
2362,496,17,5,117,85,1425565502
2363,497,21,1,117,81,1425565472
2364,499,21,3,117,81,1425565442
2365,500,24,2,117,76,1425565411
2366,504,23,7,117,76,1425565381
2367,504,28,1,117,69,1425565351
2368,504,29,0,117,69,1425565321
2369,511,23,2,117,75,1425565292
2370,520,15,11,117,79,1425565262
2371,523,23,3,117,72,1425565231
2372,524,25,0,117,69,1425565201
2373,523,26,0,117,68,1425565171
2374,523,26,0,117,68,1425565141
2375,524,26,0,117,68,1425565112
2376,527,25,1,117,69,1425565082
2377,530,24,2,117,70,1425565052
2378,535,22,4,117,72,1425565022
2379,540,23,3,117,72,1425564992
2380,542,24,2,117,70,1425564962
2381,544,24,0,117,70,1425564932
2382,544,26,0,117,68,1425564902
2383,545,26,0,117,68,1425564872
2384,545,26,0,117,68,1425564842
2385,549,24,2,117,70,1425564812
2386,558,21,5,117,73,1425564782
2387,564,21,1,117,77,1425564752
2388,558,21,0,117,78,1425564722
2389,558,22,0,117,76,1425564692
2390,559,22,0,117,76,1425564662
2391,561,22,1,117,76,1425564632
2392,561,23,1,117,74,1425564602
2393,564,24,3,117,71,1425564572
2394,566,25,2,117,69,1425564542
2395,571,23,5,117,71,1425564512
2396,574,25,2,117,69,1425564481
2397,575,26,1,117,68,1425564452
2398,577,25,2,117,69,1425564421
2399,577,27,0,117,67,1425564392
2400,580,27,0,117,67,1425564362
2401,581,26,1,117,68,1425564332
2402,584,28,3,117,66,1425564302
2403,586,31,4,117,64,1425564272
2404,597,24,12,117,73,1425564242
2405,597,34,1,117,59,1425564212
2406,599,33,0,117,61,1425564182
2407,599,30,0,117,64,1425564152
2408,601,28,2,117,66,1425564122
2409,602,29,1,117,65,1425564092
2410,606,27,3,117,67,1425564062
2411,607,29,1,117,65,1425564031
2412,608,29,0,117,66,1425564001
2413,610,30,0,117,64,1425563972
2414,622,21,9,117,73,1425563942
2415,629,27,3,117,68,1425563911
2416,630,29,1,117,65,1425563881
2417,631,29,1,117,65,1425563851
2418,632,30,0,117,66,1425563821
2419,633,29,1,117,65,1425563792
2420,637,29,1,117,64,1425563762
2421,639,28,2,117,66,1425563732
2422,642,28,2,117,66,1425563702
2423,644,30,0,117,64,1425563672
2424,647,28,2,117,66,1425563642
2425,655,21,3,117,73,1425563612
2426,607,19,0,117,79,1425563582
2427,608,19,0,117,79,1425563552
2428,610,18,1,117,80,1425563522
2429,611,18,1,117,79,1425563492
2430,612,19,0,117,79,1425563462
2431,614,17,2,117,81,1425563432
2432,615,18,1,117,80,1425563402
2433,616,19,0,117,79,1425563372
2434,617,18,1,117,80,1425563342
2435,620,16,3,117,82,1425563312
2436,621,18,0,117,81,1425563282
2437,622,19,0,117,79,1425563252
2438,625,19,0,117,79,1425563222
2439,626,18,1,117,80,1425563192
2440,627,18,1,117,80,1425563162
2441,629,19,0,117,79,1425563132
2442,632,17,2,117,81,1425563102
2443,634,17,2,117,81,1425563072
2444,634,19,0,117,79,1425563042
2445,635,18,1,117,80,1425563012
2446,636,18,1,117,80,1425562982
2447,639,16,3,117,82,1425562952
2448,642,16,1,117,84,1425562922
2449,643,19,0,117,79,1425562892
2450,645,19,0,117,79,1425562862
2451,647,17,2,117,81,1425562832
2452,652,16,3,117,82,1425562802
2453,655,16,3,117,82,1425562772
2454,661,16,3,117,82,1425562742
2455,663,18,1,117,80,1425562712
2456,662,19,0,117,79,1425562682
2457,664,17,0,117,81,1425562651
2458,664,18,1,117,80,1425562621
2459,668,18,1,117,80,1425562591
2460,672,17,2,117,81,1425562561
2461,678,17,2,117,81,1425562532
2462,681,17,2,117,81,1425562502
2463,682,18,1,117,80,1425562472
2464,681,19,0,117,79,1425562442
2465,681,19,0,117,79,1425562411
2466,681,19,0,117,79,1425562381
2467,681,19,0,117,79,1425562352
2468,683,16,0,117,82,1425562322
2469,695,5,0,117,93,1425562292
2470,700,1,2,117,97,1425562262
2471,700,5,3,117,91,1425562232
2472,700,10,1,117,84,1425562202
2473,704,8,4,117,88,1425562171
2474,709,7,5,117,89,1425562141
2475,709,10,2,117,85,1425562112
2476,711,11,1,117,83,1425562082
2477,717,10,2,117,85,1425562052
2478,721,10,2,117,85,1425562022
2479,726,9,3,117,85,1425561992
2480,730,8,4,117,87,1425561962
2481,733,7,1,117,89,1425561931
2482,734,11,1,117,84,1425561901
2483,740,9,3,117,85,1425561872
2484,744,10,2,117,86,1425561842
2485,748,9,5,117,86,1425561812
2486,753,12,8,117,82,1425561782
2487,754,19,3,117,77,1425561751
2488,756,24,0,117,70,1425561722
2489,760,27,0,117,67,1425561692
2490,767,26,5,117,68,1425561662
2491,776,23,10,117,72,1425561632
2492,777,31,0,117,63,1425561602
2493,790,32,1,117,62,1425561571
2494,796,27,6,117,68,1425561541
2495,805,23,3,117,73,1425561512
2496,806,33,0,117,61,1425561482
2497,818,23,10,117,72,1425561452
2498,832,20,12,117,77,1425561422
2499,832,33,0,117,61,1425561392
2500,837,33,0,117,61,1425561362
2501,848,25,8,117,72,1425561331
2502,858,24,9,117,71,1425561302
2503,858,33,0,117,61,1425561271
2504,869,25,8,117,72,1425561241
2505,879,24,9,117,71,1425561212
2506,882,28,0,117,66,1425561182
2507,893,26,4,117,70,1425561152
2508,902,25,6,117,70,1425561121
2509,907,25,1,117,69,1425561092
2510,913,32,0,117,62,1425561062
2511,919,29,3,117,65,1425561032
2512,933,19,14,117,78,1425561002
2513,930,32,1,117,62,1425560972
2514,938,32,2,117,62,1425560942
2515,951,29,4,117,68,1425560912
2516,954,30,3,117,65,1425560882
2517,956,31,0,117,64,1425560851
2518,967,24,9,117,73,1425560821
2519,978,25,9,117,70,1425560792
2520,983,28,1,117,67,1425560762
2521,992,33,0,117,61,1425560732
2522,997,32,1,117,62,1425560702
2523,1006,24,9,117,73,1425560671
2524,1007,31,0,117,63,1425560642
2525,1015,27,6,117,68,1425560612
2526,1035,13,20,117,84,1425560582
2527,1035,32,0,117,62,1425560552
2528,1037,31,2,117,63,1425560522
2529,1041,33,0,117,61,1425560492
2530,1042,32,1,117,62,1425560462
2531,1047,27,0,117,67,1425560432
2532,1053,33,0,117,61,1425560402
2533,1062,26,7,117,69,1425560372
2534,1068,27,6,117,70,1425560342
2535,1070,30,0,117,64,1425560312
2536,1081,31,2,117,63,1425560282
2537,1088,26,6,117,70,1425560252
2538,1099,23,4,117,71,1425560221
2539,1100,32,1,117,61,1425560192
2540,1108,32,1,117,62,1425560162
2541,1116,28,5,117,67,1425560132
2542,1123,27,7,117,69,1425560101
2543,1123,30,4,117,66,1425560071
2544,1131,30,3,117,64,1425560041
2545,1138,33,0,117,61,1425560012
2546,1141,31,2,117,62,1425559982
2547,1152,22,5,117,76,1425559951
2548,1152,31,2,117,64,1425559922
2549,1160,30,3,117,64,1425559892
2550,1171,27,6,117,67,1425559862
2551,1176,27,1,117,70,1425559832
2552,1177,31,2,117,65,1425559802
2553,1182,31,2,117,64,1425559772
2554,1193,29,4,117,64,1425559742
2556,1204,33,0,117,61,1425559682
2557,1208,31,2,117,62,1425559652
2558,1217,26,6,117,68,1425559622
2559,1226,24,9,117,71,1425559592
2560,1226,30,3,117,65,1425559562
2561,1233,30,3,117,64,1425559532
2562,1238,31,2,117,63,1425559502
2563,1243,32,1,117,62,1425559472
2564,1253,23,5,117,74,1425559442
2565,1253,33,0,117,61,1425559412
2566,1260,27,6,117,67,1425559382
2567,1267,29,4,117,66,1425559352
2568,1279,22,11,117,73,1425559321
2569,1279,32,1,117,62,1425559291
2570,1281,32,1,117,62,1425559261
2571,1288,27,6,117,67,1425559232
2572,1301,20,13,117,78,1425559201
2573,1301,29,4,117,65,1425559172
2574,1305,31,2,117,63,1425559142
2575,1310,32,1,117,62,1425559112
2576,1315,29,4,117,65,1425559082
2577,1327,21,5,117,77,1425559052
2578,1327,32,1,117,62,1425559022
2579,1332,28,5,117,66,1425558991
