step,waiting,running,done,machines,available,timestamp
4495,1670,27,1,117,20,1425501512
4496,1672,26,2,117,20,1425501482
4497,1677,25,3,117,22,1425501451
4498,1677,28,0,117,19,1425501422
4499,1680,26,2,117,21,1425501392
4500,1683,25,5,117,22,1425501362
4501,1749,26,4,117,21,1425501331
4502,1709,26,2,117,21,1425501301
4503,1710,31,5,117,16,1425501272
4504,1717,32,4,117,15,1425501242
4505,1727,27,9,117,20,1425501212
4506,1731,32,0,117,16,1425501182
4507,1734,35,1,117,11,1425501152
4508,1741,32,4,117,15,1425501122
4509,1749,31,5,117,16,1425501092
4510,1754,31,5,117,16,1425501062
4511,1757,34,0,117,15,1425501030
4512,1761,36,0,117,11,1425501000
4513,1768,31,6,117,16,1425500972
4514,1676,29,7,117,18,1425500942
4515,1480,30,3,117,16,1425500912
4516,1484,36,1,117,10,1425500882
4517,1487,35,3,117,12,1425500852
4518,1495,35,3,117,12,1425500822
4519,1452,37,2,117,10,1425500792
4520,1457,33,0,117,14,1425500762
4521,1340,31,0,117,16,1425500732
4522,1341,30,1,117,16,1425500702
4523,1342,30,1,117,17,1425500672
4524,1344,31,0,117,16,1425500642
4525,1347,29,2,117,18,1425500612
4526,1350,28,3,117,19,1425500581
4527,1350,31,0,117,16,1425500552
4528,1354,27,4,117,19,1425500522
4529,1355,30,1,117,17,1425500492
4530,1356,29,0,117,18,1425500462
4531,1357,31,0,117,16,1425500432
4532,1358,31,0,117,16,1425500402
4533,1360,31,0,117,16,1425500372
4534,1362,31,0,117,16,1425500342
4535,1365,28,3,117,19,1425500311
4536,1369,29,5,117,18,1425500281
4537,1369,35,0,117,12,1425500252
4538,1373,31,0,117,16,1425500222
4539,1371,30,0,117,19,1425500191
4540,1374,30,1,117,17,1425500162
4541,1376,30,1,117,17,1425500132
4542,1379,29,2,117,18,1425500102
4543,1382,29,2,117,18,1425500072
4544,1387,26,5,117,21,1425500042
4545,1389,29,2,117,18,1425500012
4546,1394,26,5,117,21,1425499982
4547,1394,31,0,117,17,1425499952
4548,1400,28,3,117,18,1425499922
4549,1402,30,1,117,17,1425499892
4550,1406,28,3,117,19,1425499862
4551,1409,28,3,117,19,1425499832
4552,1417,23,8,117,24,1425499802
4553,1418,31,0,117,18,1425499772
4554,1421,30,1,117,16,1425499742
4555,1426,27,4,117,20,1425499711
4556,1428,31,0,117,16,1425499681
4557,1435,26,5,117,21,1425499652
4558,1439,28,3,117,19,1425499622
4559,1441,28,1,117,19,1425499592
4560,1444,30,1,117,17,1425499562
4561,1447,31,0,117,16,1425499532
4562,1451,30,1,117,17,1425499502
4563,1453,30,1,117,17,1425499472
4564,1456,29,2,117,18,1425499442
4565,1460,27,4,117,20,1425499412
4566,1467,26,0,117,24,1425499381
4567,1468,29,2,117,17,1425499352
4568,1472,31,0,117,16,1425499322
4569,1473,30,1,117,17,1425499292
4570,1475,29,2,117,18,1425499262
4571,1476,30,1,117,16,1425499231
4572,1478,30,1,117,17,1425499202
4573,1479,30,1,117,17,1425499172
4574,1482,28,3,117,19,1425499142
4575,1482,31,1,117,16,1425499112
4576,1487,27,1,117,20,1425499082
4577,1487,31,1,117,17,1425499052
4578,1489,31,0,117,16,1425499022
4579,1490,31,0,117,16,1425498992
4580,1495,30,1,117,17,1425498962
4581,1498,28,3,117,19,1425498932
4582,1499,30,1,117,17,1425498902
4583,1502,30,3,117,17,1425498872
4584,1503,32,1,117,15,1425498842
4585,1504,30,1,117,17,1425498812
4586,1504,31,0,117,16,1425498782
4587,1505,30,0,117,18,1425498752
4588,1506,31,0,117,16,1425498722
4589,1507,31,0,117,16,1425498692
4590,1507,31,0,117,16,1425498662
4591,1509,26,2,117,20,1425498631
4592,1512,25,3,117,22,1425498601
4593,1515,26,2,117,21,1425498571
4594,1519,25,3,117,21,1425498541
4595,1519,28,0,117,19,1425498511
4596,1521,26,0,117,21,1425498481
4597,1522,27,1,117,22,1425498452
4598,1524,28,0,117,19,1425498422
4599,1524,28,0,117,19,1425498392
4600,1528,26,2,117,21,1425498362
4601,1531,26,3,117,21,1425498332
4602,1534,26,2,117,21,1425498302
4603,1536,27,1,117,20,1425498272
4604,1538,28,0,117,19,1425498242
4605,1543,24,4,117,23,1425498212
4606,1544,27,1,117,22,1425498182
4607,1548,26,2,117,20,1425498152
4608,1550,27,1,117,20,1425498122
4609,1553,26,2,117,21,1425498092
4610,1558,24,4,117,22,1425498061
4611,1559,28,0,117,19,1425498031
4612,1562,25,3,117,22,1425498001
4613,1565,25,3,117,22,1425497972
4614,1565,28,0,117,19,1425497942
4615,1565,28,0,117,20,1425497912
4616,1567,27,1,117,19,1425497882
4617,1573,24,5,117,23,1425497852
4618,1581,22,6,117,25,1425497822
4619,1584,25,3,117,22,1425497792
4620,1589,24,4,117,23,1425497762
4621,1591,27,0,117,22,1425497732
4622,1595,22,6,117,23,1425497702
4623,1600,25,3,117,22,1425497672
4624,1607,23,8,117,24,1425497642
4625,1616,22,4,117,25,1425497612
4626,1616,32,2,117,14,1425497582
4627,1621,30,4,117,17,1425497552
4628,1628,28,6,117,19,1425497522
4629,1634,30,4,117,17,1425497492
4630,1639,29,1,117,19,1425497462
4631,1640,33,1,117,14,1425497432
4632,1646,29,1,117,18,1425497402
4633,1652,24,4,117,22,1425497371
4634,1654,26,2,117,21,1425497341
4635,1660,21,4,117,25,1425497313
4636,1661,27,1,117,20,1425497283
4637,1662,28,0,117,19,1425497252
4638,1664,27,1,117,20,1425497222
4639,1671,23,5,117,24,1425497192
4640,1676,25,3,117,22,1425497162
4641,1676,27,1,117,20,1425497132
4642,1680,24,4,117,23,1425497102
4643,1683,26,0,117,23,1425497072
4644,1687,26,2,117,21,1425497042
4645,1693,24,4,117,23,1425497012
4646,1699,23,7,117,24,1425496982
4647,1701,28,2,117,19,1425496952
4648,1705,26,1,117,20,1425496922
4649,1706,30,1,117,20,1425496892
4650,1708,29,1,117,18,1425496862
4651,1711,25,3,117,22,1425496832
4652,1717,24,4,117,22,1425496802
4653,1720,25,3,117,21,1425496772
4654,1726,23,5,117,24,1425496742
4655,1727,28,0,117,20,1425496712
4656,1727,27,1,117,20,1425496682
4657,1732,28,0,117,19,1425496652
4658,1736,27,1,117,20,1425496622
4659,1741,24,4,117,23,1425496593
4660,1751,18,10,117,29,1425496563
4661,1751,27,1,117,19,1425496532
4662,1755,27,2,117,20,1425496502
4663,1756,28,1,117,20,1425496472
4664,1760,28,1,117,20,1425496442
4665,1762,27,2,117,21,1425496411
4666,1766,25,4,117,23,1425496381
4667,1772,21,8,117,27,1425496352
4668,1770,29,1,117,20,1425496322
4669,1775,25,5,117,24,1425496292
4670,1779,27,3,117,22,1425496262
4671,1788,22,8,117,27,1425496232
4672,1794,24,1,117,25,1425496202
4673,1795,30,0,117,21,1425496171
4674,1797,27,3,117,20,1425496141
4675,1805,23,7,117,26,1425496111
4676,1811,24,7,117,25,1425496081
4677,1815,27,3,117,22,1425496051
4678,1818,28,1,117,23,1425496021
4679,1821,32,6,117,17,1425495992
4680,1826,37,1,117,12,1425495962
4681,1838,27,1,117,22,1425495932
4682,1831,30,0,117,19,1425495902
4683,1835,29,1,117,19,1425495871
4684,1839,29,1,117,20,1425495841
4685,1842,28,1,117,20,1425495812
4686,1845,27,3,117,22,1425495782
4687,1849,26,4,117,22,1425495752
4688,1851,29,0,117,21,1425495722
4689,1851,30,0,117,20,1425495692
4690,1855,30,0,117,19,1425495662
4691,1857,30,0,117,19,1425495632
4692,1861,29,2,117,20,1425495602
4693,1863,28,3,117,21,1425495572
4694,1867,27,5,117,22,1425495542
4695,1870,30,2,117,19,1425495512
4696,1873,30,0,117,20,1425495482
4697,1873,32,0,117,17,1425495452
4698,1876,32,0,117,17,1425495422
4699,1878,31,1,117,18,1425495392
4700,1882,29,3,117,20,1425495362
4701,1885,31,2,117,18,1425495332
4702,1889,29,3,117,20,1425495302
4703,1891,29,3,117,20,1425495272
4704,1892,31,0,117,17,1425495242
4705,1892,32,0,117,18,1425495212
4706,1897,31,1,117,18,1425495182
4707,1900,32,1,117,16,1425495152
4708,1903,29,3,117,20,1425495122
4709,1904,32,2,117,17,1425495092
4710,1907,31,2,117,18,1425495062
4711,1913,27,5,117,22,1425495031
4712,1915,31,1,117,20,1425495001
4713,1916,31,2,117,17,1425494972
4714,1920,31,1,117,18,1425494942
4715,1921,32,0,117,17,1425494912
4716,1924,31,1,117,18,1425494882
4717,1926,30,2,117,19,1425494852
4718,1927,32,0,117,17,1425494822
4719,1929,30,2,117,19,1425494792
4720,1935,26,6,117,22,1425494762
4721,1937,31,1,117,20,1425494732
4722,1939,32,3,117,16,1425494702
4723,1942,34,1,117,15,1425494672
4724,1944,32,2,117,17,1425494642
4725,1947,31,1,117,18,1425494611
4726,1946,31,1,117,18,1425494581
4727,1951,27,5,117,22,1425494552
4728,1953,29,1,117,21,1425494522
4729,1956,30,0,117,19,1425494492
4730,1958,28,2,117,19,1425494462
4731,1962,28,3,117,21,1425494432
4732,1975,19,11,117,30,1425494402
4733,1975,29,1,117,22,1425494371
4734,1981,30,1,117,19,1425494341
4735,1988,27,3,117,20,1425494312
4736,1991,27,3,117,22,1425494281
4737,1995,26,4,117,22,1425494251
4738,1998,28,1,117,24,1425494222
4739,2001,29,2,117,20,1425494191
4740,2006,28,2,117,21,1425494161
4741,2008,29,1,117,19,1425494132
4742,2012,29,1,117,20,1425494102
4743,2018,24,6,117,25,1425494072
4744,2020,30,0,117,22,1425494042
4745,2024,28,2,117,21,1425494012
4746,2027,29,1,117,20,1425493982
4747,2029,29,2,117,20,1425493952
4748,2032,29,2,117,20,1425493922
4749,2035,28,2,117,21,1425493892
4750,2035,29,1,117,20,1425493862
4751,2036,29,1,117,20,1425493832
4752,2041,26,0,117,24,1425493801
4753,2041,29,1,117,21,1425493771
4754,2045,29,2,117,19,1425493741
4755,2050,28,2,117,21,1425493712
4756,2052,30,0,117,19,1425493682
4757,2056,27,3,117,21,1425493652
4758,2058,28,2,117,21,1425493622
4759,2062,26,1,117,22,1425493592
4760,2063,30,0,117,21,1425493562
4761,2065,30,0,117,19,1425493532
4762,2068,29,1,117,19,1425493502
4763,2070,29,2,117,20,1425493471
4764,2073,30,0,117,19,1425493441
4765,2076,28,2,117,20,1425493411
4766,2083,24,6,117,25,1425493381
4767,2087,28,0,117,23,1425493351
4768,2087,30,0,117,19,1425493321
4769,2088,30,0,117,19,1425493291
4770,2091,28,2,117,21,1425493262
4771,2093,30,0,117,19,1425493232
4772,2095,29,2,117,20,1425493202
4773,2100,27,3,117,22,1425493171
4774,2105,26,4,117,23,1425493141
4775,2106,29,1,117,20,1425493112
4776,2109,27,3,117,22,1425493082
4777,2111,28,0,117,22,1425493051
4778,2112,30,0,117,19,1425493021
4779,2114,30,0,117,19,1425492992
4780,2118,27,3,117,22,1425492962
4781,2122,28,2,117,20,1425492931
4782,2123,30,0,117,19,1425492901
4783,2125,29,1,117,20,1425492872
4784,2126,30,0,117,19,1425492842
4785,2129,28,2,117,21,1425492812
4786,2132,27,1,117,22,1425492782
4787,2133,30,0,117,20,1425492752
4788,2140,24,6,117,23,1425492721
4789,2145,27,3,117,20,1425492692
4790,2149,26,4,117,23,1425492662
4791,2158,21,9,117,28,1425492631
4792,2159,28,2,117,21,1425492601
4793,2163,28,2,117,21,1425492572
4794,2170,24,6,117,25,1425492542
4795,2178,23,7,117,26,1425492512
4796,2183,27,0,117,24,1425492482
4797,2183,30,0,117,19,1425492452
4798,2186,29,1,117,20,1425492422
4799,2194,26,4,117,21,1425492392
4800,2199,26,4,117,23,1425492362
4801,2202,29,4,117,20,1425492332
4802,2202,33,0,117,16,1425492302
4803,2205,30,0,117,19,1425492272
4804,2206,33,0,117,19,1425492242
4805,2208,32,1,117,16,1425492212
4806,2211,32,1,117,17,1425492182
4807,2212,33,0,117,16,1425492152
4808,2215,33,0,117,16,1425492122
4809,2219,30,3,117,19,1425492092
4810,2222,31,2,117,18,1425492062
4811,2222,33,0,117,16,1425492031
4812,2222,33,0,117,16,1425492001
4813,2224,31,3,117,18,1425491971
4814,2227,30,2,117,18,1425491941
4815,2228,33,0,117,19,1425491911
4816,2230,33,0,117,16,1425491881
4817,2232,33,0,117,16,1425491852
4818,2234,32,1,117,17,1425491822
4819,2237,30,3,117,19,1425491792
4820,2240,31,2,117,18,1425491762
4821,2243,30,3,117,19,1425491732
4822,2246,30,0,117,19,1425491702
4823,2246,30,0,117,21,1425491672
4824,2246,31,0,117,19,1425491642
4825,2250,29,2,117,21,1425491612
4826,2251,30,1,117,20,1425491582
4827,2252,30,1,117,20,1425491552
4828,2255,30,1,117,19,1425491522
4829,2257,29,2,117,21,1425491492
4830,2260,30,1,117,20,1425491462
4831,2264,27,4,117,22,1425491431
4832,2267,28,3,117,22,1425491401
4833,2267,31,0,117,20,1425491372
4834,2268,31,0,117,19,1425491342
4835,2270,30,1,117,20,1425491312
4836,2271,31,0,117,19,1425491282
4837,2273,31,0,117,19,1425491252
4838,2277,31,2,117,21,1425491222
4839,2279,32,1,117,20,1425491191
4840,2281,31,2,117,21,1425491161
4841,2283,32,1,117,20,1425491132
4842,2286,31,2,117,21,1425491102
4843,2288,31,0,117,21,1425491072
4844,2290,32,1,117,21,1425491042
4845,2290,33,0,117,20,1425491011
4846,2292,33,0,117,19,1425490982
4847,2292,33,0,117,19,1425490951
4848,2298,30,3,117,22,1425490921
4849,2300,31,2,117,20,1425490892
4850,2303,31,2,117,21,1425490862
4851,2306,30,3,117,22,1425490832
4852,2308,31,2,117,21,1425490802
4853,2310,31,2,117,21,1425490771
4854,2310,33,0,117,19,1425490741
4855,2310,32,0,117,20,1425490712
4856,2311,33,0,117,19,1425490682
4857,2200,26,0,117,26,1425490652
4858,2204,21,5,117,31,1425490622
4859,2210,21,5,117,31,1425490592
4860,2137,22,1,117,32,1425490562
4861,1985,26,0,117,26,1425490532
4862,1990,21,5,117,30,1425490502
4863,1994,22,4,117,30,1425490472
4864,2003,19,7,117,33,1425490442
4865,2008,22,4,117,30,1425490411
4866,2011,25,0,117,31,1425490381
4867,2013,24,2,117,26,1425490352
4868,2019,21,5,117,30,1425490322
4869,2028,19,7,117,33,1425490291
4870,2029,24,2,117,28,1425490262
4871,2035,21,5,117,31,1425490231
4872,2036,26,0,117,29,1425490201
4873,2038,26,0,117,26,1425490172
4874,2041,25,1,117,26,1425490142
4875,2045,25,1,117,27,1425490112
4876,2049,22,4,117,30,1425490082
4877,2052,24,2,117,27,1425490052
4878,2053,24,2,117,27,1425490022
4879,2054,25,1,117,27,1425489992
4880,2058,22,1,117,30,1425489962
4881,2058,25,0,117,67,1425489932
4882,2058,26,0,117,68,1425489902
4883,2061,25,1,117,68,1425489871
4884,2064,24,3,117,67,1425489841
4885,2072,21,4,117,70,1425489812
4886,2074,24,1,117,68,1425489782
4887,2075,24,1,117,68,1425489752
4888,2078,22,1,117,69,1425489722
4889,2081,23,0,117,71,1425489691
4890,2081,23,1,117,68,1425489661
4891,2082,24,0,117,67,1425489632
4892,2084,23,1,117,68,1425489602
4893,2091,23,4,117,68,1425489571
4894,2091,28,3,117,63,1425489542
4895,2093,31,6,117,59,1425489512
4896,2097,34,10,117,57,1425489482
4897,2099,44,26,117,47,1425489452
4898,2099,62,8,117,29,1425489422
4899,2126,44,9,117,46,1425489392
4900,2132,58,9,117,32,1425489362
4901,2149,47,12,117,43,1425489332
4902,2166,30,8,117,60,1425489301
4903,2177,23,7,117,67,1425489271
4904,2151,25,3,117,25,1425489241
4905,2150,25,0,117,25,1425489212
4906,2149,24,0,117,26,1425489182
4907,2149,24,0,117,26,1425489151
4908,2151,24,0,117,26,1425489122
4909,2152,24,0,117,26,1425489092
4910,2156,21,3,117,29,1425489062
4911,2161,20,4,117,30,1425489032
4912,2165,20,4,117,30,1425489002
4913,2166,23,0,117,29,1425488972
4914,2168,25,0,117,25,1425488942
4915,2171,29,0,117,21,1425488912
4916,2054,29,1,117,21,1425488882
4917,2057,26,5,117,24,1425488852
4918,2026,27,4,117,23,1425488822
4919,2033,22,0,117,28,1425488792
4920,2035,25,6,117,25,1425488762
4921,2035,27,3,117,23,1425488732
4922,2045,21,4,117,28,1425488702
4923,2045,18,1,117,33,1425488672
4924,2047,24,1,117,27,1425488642
4925,2054,20,5,117,31,1425488612
4926,2058,21,5,117,29,1425488582
4927,2060,25,1,117,27,1425488552
4928,2063,23,3,117,29,1425488522
4929,2065,25,1,117,27,1425488492
4930,2065,25,0,117,28,1425488462
4931,2069,26,0,117,26,1425488432
4932,2072,26,0,117,26,1425488401
4933,2075,22,4,117,82,1425488372
4934,2080,24,2,117,80,1425488342
4935,2085,22,4,117,82,1425488312
4936,2089,21,0,117,82,1425488282
4937,2089,26,0,117,78,1425488252
4938,2093,25,1,117,78,1425488222
4939,2094,25,0,117,78,1425488192
4940,2095,25,1,117,79,1425488162
4941,2104,22,4,117,82,1425488132
4942,2106,23,3,117,81,1425488102
4943,2111,22,4,117,82,1425488072
4944,2110,25,1,117,80,1425488042
4945,2113,26,0,117,78,1425488011
4946,2113,26,0,117,78,1425487981
4947,2117,25,1,117,79,1425487952
4948,2117,25,1,117,79,1425487922
4949,2112,25,1,117,79,1425487891
4950,2088,23,3,117,81,1425487861
4951,2090,23,3,117,81,1425487832
4952,2096,21,2,117,83,1425487802
4953,2096,26,0,117,78,1425487771
4954,2095,26,0,117,78,1425487741
4955,2095,26,0,117,78,1425487712
4956,2097,26,0,117,78,1425487682
4957,2103,21,5,117,83,1425487652
4958,2108,24,2,117,80,1425487622
4959,2109,24,2,117,80,1425487592
4960,2110,25,1,117,79,1425487562
4961,2111,26,0,117,79,1425487532
4962,2112,26,0,117,78,1425487502
4963,2115,26,0,117,78,1425487472
4964,2088,18,2,117,86,1425487441
4965,2088,20,0,117,84,1425487411
4966,2091,20,0,117,84,1425487381
4967,2090,20,0,117,84,1425487351
4968,2091,20,0,117,84,1425487321
4969,2095,15,0,117,89,1425487292
4970,2094,20,0,117,85,1425487262
4971,2098,19,2,117,85,1425487232
4972,2101,21,0,117,83,1425487202
4973,2103,21,0,117,83,1425487172
4974,2105,21,0,117,83,1425487142
4975,2107,21,1,117,82,1425487112
4976,2106,22,0,117,82,1425487082
4977,2108,21,2,117,83,1425487052
4978,2108,22,1,117,82,1425487022
4979,2110,21,2,117,83,1425486991
4980,2113,21,2,117,83,1425486961
4981,2115,20,0,117,85,1425486932
4982,2117,21,2,117,83,1425486902
4983,2120,22,1,117,82,1425486872
4984,2122,22,2,117,82,1425486842
4985,2123,24,0,117,80,1425486812
4986,2124,25,0,117,79,1425486782
4987,2126,25,0,117,79,1425486752
4988,2124,25,0,117,79,1425486721
4989,2125,26,2,117,78,1425486692
4990,2126,29,3,117,75,1425486662
4991,2130,28,4,117,76,1425486632
4992,2137,25,0,117,80,1425486602
4993,2140,23,3,117,81,1425486572
4994,2143,21,5,117,82,1425486542
4995,2146,25,3,117,79,1425486512
4996,2150,24,8,117,80,1425486482
4997,2150,29,0,117,74,1425486451
4998,2156,30,3,117,74,1425486422
4999,2157,30,2,117,74,1425486391
5000,2157,31,1,117,73,1425486361
5001,2165,24,4,117,79,1425486331
5002,2163,26,0,117,80,1425486300
5003,2163,25,1,117,79,1425486272
5004,2169,23,4,117,81,1425486242
5005,2172,24,3,117,80,1425486212
5006,2173,26,3,117,78,1425486182
5007,2175,30,3,117,74,1425486152
5008,2177,31,2,117,73,1425486122
5009,2183,27,0,117,77,1425486092
5010,2178,27,0,117,77,1425486062
5011,2182,25,2,117,79,1425486032
5012,2187,25,4,117,78,1425486002
5013,2189,27,1,117,77,1425485971
5014,2191,26,2,117,78,1425485941
5015,2192,28,0,117,76,1425485911
5016,2192,29,1,117,75,1425485881
5017,2194,28,4,117,76,1425485852
5018,2194,30,4,117,74,1425485822
5019,2195,36,0,117,68,1425485792
5020,2197,33,0,117,71,1425485762
5021,2201,26,4,117,78,1425485732
5022,2204,28,2,117,76,1425485702
5023,2205,29,3,117,75,1425485671
5024,2206,31,3,117,73,1425485641
5025,2208,32,2,117,72,1425485612
5026,2208,33,1,117,71,1425485582
5027,2210,34,1,117,70,1425485552
5028,2213,35,1,117,69,1425485521
5029,2213,36,0,117,68,1425485492
5030,2214,35,1,117,69,1425485462
5031,2219,34,2,117,70,1425485432
5032,2220,35,1,117,69,1425485402
5033,2222,34,3,117,70,1425485372
5034,2224,35,4,117,69,1425485342
5035,2224,40,3,117,64,1425485312
5036,2226,43,7,117,61,1425485282
5037,2227,49,5,117,53,1425485252
5038,2229,56,0,117,41,1425485222
5039,2231,57,0,117,40,1425485191
5040,2232,62,0,117,35,1425485161
5041,2237,59,3,117,38,1425485133
5042,2243,56,2,117,41,1425485102
5043,2238,59,1,117,38,1425485071
5044,2246,52,12,117,51,1425485041
5045,2246,55,9,117,47,1425485012
5046,2250,63,4,117,34,1425484982
5047,2265,52,6,117,45,1425484952
5048,2286,36,2,117,62,1425484922
5049,2257,36,0,117,61,1425484891
5050,2260,35,2,117,62,1425484861
5051,2267,33,4,117,64,1425484832
5052,2279,26,7,117,78,1425484802
5053,2263,33,0,117,71,1425484772
5054,2265,32,1,117,72,1425484742
5055,2268,29,0,117,75,1425484712
5056,2265,29,5,117,75,1425484682
5057,2270,30,6,117,74,1425484652
5058,2273,30,1,117,74,1425484622
5059,2280,31,4,117,73,1425484592
5060,2292,20,13,117,84,1425484561
5061,2292,21,12,117,83,1425484532
5062,2293,25,1,117,79,1425484501
5063,2295,24,2,117,80,1425484472
5064,2306,14,0,117,90,1425484442
5065,2307,26,0,117,78,1425484412
5066,2308,26,0,117,78,1425484382
5067,2308,26,0,117,78,1425484351
5068,2314,22,4,117,82,1425484321
5069,2316,26,16,117,78,1425484292
5070,2322,37,5,117,67,1425484262
5071,2325,38,17,117,66,1425484232
5072,2326,57,2,117,47,1425484202
5073,2348,38,29,117,66,1425484172
5074,2350,60,2,117,43,1425484142
5075,2369,50,17,117,54,1425484111
5076,2373,60,6,117,44,1425484081
5077,2397,40,27,117,64,1425484052
5078,2397,67,0,117,37,1425484022
5079,2417,50,17,117,54,1425483992
5080,2422,48,15,117,54,1425483962
5081,2444,41,26,117,63,1425483932
5082,2444,50,16,117,54,1425483902
5083,2469,45,2,117,59,1425483872
5084,2467,60,4,117,43,1425483842
5085,2491,41,23,117,63,1425483812
5086,2491,44,20,117,60,1425483782
5087,2507,55,10,117,49,1425483752
5088,2512,61,3,117,43,1425483722
5089,2512,64,0,117,40,1425483692
5090,2524,54,10,117,50,1425483662
5091,2540,49,5,117,56,1425483632
5092,2554,47,17,117,57,1425483602
5093,2563,54,0,117,51,1425483571
5094,2496,63,1,117,41,1425483541
5095,2405,64,0,117,40,1425483512
5097,2427,48,3,117,56,1425483452
5098,2440,46,18,117,57,1425483422
5099,2451,53,5,117,51,1425483391
5100,2456,63,1,117,41,1425483361
5101,2457,63,1,117,41,1425483332
5102,2466,57,7,117,47,1425483302
5103,2475,50,5,117,55,1425483272
5104,2489,45,19,117,59,1425483242
5105,2498,52,2,117,51,1425483212
5106,2503,62,2,117,42,1425483182
5107,2511,59,5,117,45,1425483152
5108,2519,55,12,117,49,1425483121
5109,2536,38,12,117,66,1425483090
5110,2550,30,6,117,70,1425483060
5111,2498,30,1,117,67,1425483032
5112,2397,31,0,117,66,1425483002
5113,2398,30,1,117,67,1425482972
5114,2399,30,1,117,67,1425482942
5115,2409,21,0,117,83,1425482912
5116,2410,23,0,117,81,1425482882
5117,2403,23,0,117,81,1425482852
5118,2406,22,1,117,82,1425482822
5119,2409,21,1,117,82,1425482792
5120,2410,23,0,117,80,1425482762
5121,2412,23,3,117,80,1425482731
5122,2414,24,4,117,79,1425482701
5123,2420,21,1,117,82,1425482671
5124,2420,24,1,117,79,1425482642
5125,2422,20,2,117,83,1425482612
5126,2423,21,1,117,82,1425482582
5127,2425,20,2,117,83,1425482552
5128,2426,22,0,117,81,1425482522
5129,2427,21,1,117,82,1425482492
5130,2427,22,0,117,81,1425482462
5131,2428,21,7,117,82,1425482431
5132,2429,28,1,117,67,1425482402
5133,2429,30,0,117,67,1425482372
5134,2439,20,2,117,83,1425482342
5135,2434,21,1,117,82,1425482312
5136,2437,20,2,117,83,1425482282
5137,2438,21,1,117,82,1425482252
5138,2439,21,1,117,82,1425482222
5139,2442,18,1,117,85,1425482191
5140,2444,22,0,117,81,1425482162
5141,2448,20,2,117,83,1425482132
5142,2449,22,0,117,81,1425482102
5143,2453,20,2,117,83,1425482072
5144,2455,21,1,117,82,1425482042
5145,2455,22,0,117,81,1425482012
5146,2455,22,0,117,81,1425481982
5147,2456,22,0,117,81,1425481952
5148,2457,22,2,117,81,1425481922
5149,2457,24,0,117,80,1425481892
5150,2459,23,1,117,80,1425481863
5151,2460,23,0,117,80,1425481832
5152,2460,24,0,117,79,1425481802
5153,2429,24,1,117,79,1425481771
5154,2429,26,0,117,77,1425481741
5155,2431,24,3,117,79,1425481713
5156,2435,23,4,117,80,1425481683
5157,2437,25,2,117,78,1425481652
5158,2438,26,1,117,77,1425481623
5159,2441,27,0,117,76,1425481593
5160,2445,26,4,117,77,1425481563
5161,2449,27,0,117,75,1425481531
5162,2450,27,1,117,75,1425481501
5163,2456,22,1,117,79,1425481472
5164,2458,24,1,117,79,1425481442
5165,2459,25,1,117,78,1425481412
5166,2461,31,2,117,66,1425481382
5167,2463,33,0,117,63,1425481352
5168,2470,27,6,117,69,1425481323
5169,2471,33,0,117,63,1425481292
5170,2473,30,0,117,70,1425481262
5171,2484,22,3,117,81,1425481232
5172,2479,23,2,117,80,1425481202
5173,2484,22,3,117,81,1425481172
5174,2486,23,1,117,80,1425481142
5175,2486,24,1,117,79,1425481112
5176,2486,25,0,117,78,1425481082
5177,2491,23,2,117,80,1425481052
5178,2495,24,1,117,79,1425481022
5179,2498,22,3,117,81,1425480992
5180,2500,23,2,117,80,1425480962
5181,2504,22,3,117,81,1425480932
5182,2504,23,2,117,80,1425480902
5183,2513,22,3,117,81,1425480872
5184,2515,23,2,117,80,1425480842
5185,2520,21,4,117,82,1425480812
5186,2523,22,3,117,80,1425480781
5187,2526,21,0,117,83,1425480751
5188,2530,22,3,117,81,1425480721
5189,2534,22,2,117,80,1425480692
5190,2537,24,1,117,79,1425480662
5191,2541,21,4,117,82,1425480631
5192,2544,22,3,117,81,1425480601
5193,2550,18,2,117,86,1425480571
5194,2551,24,1,117,79,1425480542
5195,2556,23,2,117,80,1425480512
5196,2557,25,0,117,78,1425480482
5197,2562,25,0,117,78,1425480452
5198,2565,23,4,117,80,1425480422
5199,2571,22,4,117,81,1425480392
5200,2572,24,1,117,80,1425480361
5201,2577,25,1,117,78,1425480332
5202,2581,25,0,117,78,1425480302
5203,2583,25,0,117,78,1425480272
5204,2589,20,5,117,83,1425480242
5205,2594,20,5,117,83,1425480212
5206,2594,23,2,117,80,1425480182
5207,2599,24,1,117,79,1425480152
5208,2604,24,1,117,79,1425480122
5209,2606,24,1,117,79,1425480091
5210,2609,23,2,117,80,1425480061
5211,2616,19,6,117,84,1425480032
5212,2616,24,1,117,79,1425480001
5213,2620,23,2,117,80,1425479972
5214,2622,24,1,117,79,1425479942
5215,2626,25,0,117,78,1425479911
5216,2630,22,3,117,81,1425479881
5217,2633,22,3,117,80,1425479852
5218,2634,24,1,117,79,1425479822
5219,2638,21,4,117,82,1425479790
5220,2639,24,1,117,79,1425479760
5221,2640,24,1,117,79,1425479732
5222,2643,23,3,117,80,1425479702
5223,2648,23,3,117,79,1425479671
5224,2648,27,6,117,71,1425479642
5225,2650,31,2,117,67,1425479611
5226,2651,32,0,117,66,1425479581
5227,2650,32,0,117,66,1425479552
5228,2652,29,0,117,72,1425479522
5229,2651,24,0,117,81,1425479492
5230,2653,23,2,117,82,1425479461
